date,total_students,students_in_session,students_on_break,pct_on_break,pct_in_session,primary_reason
2025-09-14,46407113,0,46407113,100.0,0.0,weekend
2025-09-15,46407113,46363428,43685,0.1,99.9,summer_break
2025-09-16,46407113,46363428,43685,0.1,99.9,summer_break
2025-09-17,46407113,46363428,43685,0.1,99.9,summer_break
2025-09-18,46407113,46363428,43685,0.1,99.9,summer_break
2025-09-19,46407113,46363428,43685,0.1,99.9,summer_break
2025-09-20,46407113,0,46407113,100.0,0.0,weekend
2025-09-21,46407113,0,46407113,100.0,0.0,weekend
2025-09-22,46407113,46363428,43685,0.1,99.9,summer_break
2025-09-23,46407113,46363428,43685,0.1,99.9,summer_break
2025-09-24,46407113,46363428,43685,0.1,99.9,summer_break
2025-09-25,46407113,46363428,43685,0.1,99.9,summer_break
2025-09-26,46407113,46363428,43685,0.1,99.9,summer_break
2025-09-27,46407113,0,46407113,100.0,0.0,weekend
2025-09-28,46407113,0,46407113,100.0,0.0,weekend
2025-09-29,46407113,46363428,43685,0.1,99.9,summer_break
2025-09-30,46407113,46363428,43685,0.1,99.9,summer_break
2025-10-01,46407113,46363428,43685,0.1,99.9,summer_break
2025-10-02,46407113,46363428,43685,0.1,99.9,summer_break
2025-10-03,46407113,46363428,43685,0.1,99.9,summer_break
2025-10-04,46407113,0,46407113,100.0,0.0,weekend
2025-10-05,46407113,0,46407113,100.0,0.0,weekend
2025-10-06,46407113,46363428,43685,0.1,99.9,summer_break
2025-10-07,46407113,46363428,43685,0.1,99.9,summer_break
2025-10-08,46407113,46363428,43685,0.1,99.9,summer_break
2025-10-09,46407113,46363428,43685,0.1,99.9,summer_break
2025-10-10,46407113,46363428,43685,0.1,99.9,summer_break
2025-10-11,46407113,0,46407113,100.0,0.0,weekend
2025-10-12,46407113,0,46407113,100.0,0.0,weekend
2025-10-13,46407113,0,46407113,100.0,0.0,columbus_day
2025-10-14,46407113,46363428,43685,0.1,99.9,summer_break
2025-10-15,46407113,46363428,43685,0.1,99.9,summer_break
2025-10-16,46407113,46363428,43685,0.1,99.9,summer_break
2025-10-17,46407113,46363428,43685,0.1,99.9,summer_break
2025-10-18,46407113,0,46407113,100.0,0.0,weekend
2025-10-19,46407113,0,46407113,100.0,0.0,weekend
2025-10-20,46407113,46363428,43685,0.1,99.9,summer_break
2025-10-21,46407113,46363428,43685,0.1,99.9,summer_break
2025-10-22,46407113,46363428,43685,0.1,99.9,summer_break
2025-10-23,46407113,46363428,43685,0.1,99.9,summer_break
2025-10-24,46407113,46363428,43685,0.1,99.9,summer_break
2025-10-25,46407113,0,46407113,100.0,0.0,weekend
2025-10-26,46407113,0,46407113,100.0,0.0,weekend
2025-10-27,46407113,46363428,43685,0.1,99.9,summer_break
2025-10-28,46407113,46363428,43685,0.1,99.9,summer_break
2025-10-29,46407113,46363428,43685,0.1,99.9,summer_break
2025-10-30,46407113,46363428,43685,0.1,99.9,summer_break
2025-10-31,46407113,46363428,43685,0.1,99.9,summer_break
2025-11-01,46407113,0,46407113,100.0,0.0,weekend
2025-11-02,46407113,0,46407113,100.0,0.0,weekend
2025-11-03,46407113,46363428,43685,0.1,99.9,summer_break
2025-11-04,46407113,46363428,43685,0.1,99.9,summer_break
2025-11-05,46407113,46363428,43685,0.1,99.9,summer_break
2025-11-06,46407113,46363428,43685,0.1,99.9,summer_break
2025-11-07,46407113,46363428,43685,0.1,99.9,summer_break
2025-11-08,46407113,0,46407113,100.0,0.0,weekend
2025-11-09,46407113,0,46407113,100.0,0.0,weekend
2025-11-10,46407113,46363428,43685,0.1,99.9,summer_break
2025-11-11,46407113,0,46407113,100.0,0.0,veterans_day
2025-11-12,46407113,46363428,43685,0.1,99.9,summer_break
2025-11-13,46407113,46363428,43685,0.1,99.9,summer_break
2025-11-14,46407113,46363428,43685,0.1,99.9,summer_break
2025-11-15,46407113,0,46407113,100.0,0.0,weekend
2025-11-16,46407113,0,46407113,100.0,0.0,weekend
2025-11-17,46407113,46363428,43685,0.1,99.9,summer_break
2025-11-18,46407113,46363428,43685,0.1,99.9,summer_break
2025-11-19,46407113,46363428,43685,0.1,99.9,summer_break
2025-11-20,46407113,46363428,43685,0.1,99.9,summer_break
2025-11-21,46407113,46363428,43685,0.1,99.9,summer_break
2025-11-22,46407113,0,46407113,100.0,0.0,weekend
2025-11-23,46407113,0,46407113,100.0,0.0,weekend
2025-11-24,46407113,46363428,43685,0.1,99.9,summer_break
2025-11-25,46407113,46363428,43685,0.1,99.9,summer_break
2025-11-26,46407113,46363428,43685,0.1,99.9,summer_break
2025-11-27,46407113,0,46407113,100.0,0.0,thanksgiving
2025-11-28,46407113,0,46407113,100.0,0.0,thanksgiving
2025-11-29,46407113,0,46407113,100.0,0.0,weekend
2025-11-30,46407113,0,46407113,100.0,0.0,weekend
2025-12-01,46407113,46363428,43685,0.1,99.9,summer_break
2025-12-02,46407113,46363428,43685,0.1,99.9,summer_break
2025-12-03,46407113,46363428,43685,0.1,99.9,summer_break
2025-12-04,46407113,46363428,43685,0.1,99.9,summer_break
2025-12-05,46407113,46363428,43685,0.1,99.9,summer_break
2025-12-06,46407113,0,46407113,100.0,0.0,weekend
2025-12-07,46407113,0,46407113,100.0,0.0,weekend
2025-12-08,46407113,46363428,43685,0.1,99.9,summer_break
2025-12-09,46407113,46363428,43685,0.1,99.9,summer_break
2025-12-10,46407113,46363428,43685,0.1,99.9,summer_break
2025-12-11,46407113,46363428,43685,0.1,99.9,summer_break
2025-12-12,46407113,46363428,43685,0.1,99.9,summer_break
2025-12-13,46407113,0,46407113,100.0,0.0,weekend
2025-12-14,46407113,0,46407113,100.0,0.0,weekend
2025-12-15,46407113,46363428,43685,0.1,99.9,summer_break
2025-12-16,46407113,46363428,43685,0.1,99.9,summer_break
2025-12-17,46407113,46363428,43685,0.1,99.9,summer_break
2025-12-18,46407113,45858870,548243,1.2,98.8,winter_break
2025-12-19,46407113,45038443,1368670,2.9,97.1,winter_break
2025-12-20,46407113,0,46407113,100.0,0.0,weekend
2025-12-21,46407113,0,46407113,100.0,0.0,weekend
2025-12-22,46407113,8359693,38047420,82.0,18.0,winter_break
2025-12-23,46407113,8346426,38060687,82.0,18.0,winter_break
2025-12-24,46407113,168585,46238528,99.6,0.4,winter_break
2025-12-25,46407113,0,46407113,100.0,0.0,winter_break
2025-12-26,46407113,168585,46238528,99.6,0.4,winter_break
2025-12-27,46407113,0,46407113,100.0,0.0,weekend
2025-12-28,46407113,0,46407113,100.0,0.0,weekend
2025-12-29,46407113,168585,46238528,99.6,0.4,winter_break
2025-12-30,46407113,168585,46238528,99.6,0.4,winter_break
2025-12-31,46407113,168585,46238528,99.6,0.4,winter_break
2026-01-01,46407113,0,46407113,100.0,0.0,winter_break
2026-01-02,46407113,223859,46183254,99.5,0.5,winter_break
2026-01-03,46407113,0,46407113,100.0,0.0,weekend
2026-01-04,46407113,0,46407113,100.0,0.0,weekend
2026-01-05,46407113,25372821,21034292,45.3,54.7,winter_break
2026-01-06,46407113,44548229,1858884,4.0,96.0,winter_break
2026-01-07,46407113,46018724,388389,0.8,99.2,winter_break
2026-01-08,46407113,46119029,288084,0.6,99.4,winter_break
2026-01-09,46407113,46119029,288084,0.6,99.4,winter_break
2026-01-10,46407113,0,46407113,100.0,0.0,weekend
2026-01-11,46407113,0,46407113,100.0,0.0,weekend
2026-01-12,46407113,46281220,125893,0.3,99.7,winter_break
2026-01-13,46407113,46363428,43685,0.1,99.9,summer_break
2026-01-14,46407113,46363428,43685,0.1,99.9,summer_break
2026-01-15,46407113,46363428,43685,0.1,99.9,summer_break
2026-01-16,46407113,46363428,43685,0.1,99.9,summer_break
2026-01-17,46407113,0,46407113,100.0,0.0,weekend
2026-01-18,46407113,0,46407113,100.0,0.0,weekend
2026-01-19,46407113,0,46407113,100.0,0.0,mlk_day
2026-01-20,46407113,46363428,43685,0.1,99.9,summer_break
2026-01-21,46407113,46363428,43685,0.1,99.9,summer_break
2026-01-22,46407113,46363428,43685,0.1,99.9,summer_break
2026-01-23,46407113,46363428,43685,0.1,99.9,summer_break
2026-01-24,46407113,0,46407113,100.0,0.0,weekend
2026-01-25,46407113,0,46407113,100.0,0.0,weekend
2026-01-26,46407113,46363428,43685,0.1,99.9,summer_break
2026-01-27,46407113,46363428,43685,0.1,99.9,summer_break
2026-01-28,46407113,46363428,43685,0.1,99.9,summer_break
2026-01-29,46407113,46363428,43685,0.1,99.9,summer_break
2026-01-30,46407113,46363428,43685,0.1,99.9,summer_break
2026-01-31,46407113,0,46407113,100.0,0.0,weekend
2026-02-01,46407113,0,46407113,100.0,0.0,weekend
2026-02-02,46407113,46363428,43685,0.1,99.9,summer_break
2026-02-03,46407113,46363428,43685,0.1,99.9,summer_break
2026-02-04,46407113,46363428,43685,0.1,99.9,summer_break
2026-02-05,46407113,46363428,43685,0.1,99.9,summer_break
2026-02-06,46407113,46363428,43685,0.1,99.9,summer_break
2026-02-07,46407113,0,46407113,100.0,0.0,weekend
2026-02-08,46407113,0,46407113,100.0,0.0,weekend
2026-02-09,46407113,46363428,43685,0.1,99.9,summer_break
2026-02-10,46407113,46363428,43685,0.1,99.9,summer_break
2026-02-11,46407113,46363428,43685,0.1,99.9,summer_break
2026-02-12,46407113,46363428,43685,0.1,99.9,summer_break
2026-02-13,46407113,46363428,43685,0.1,99.9,summer_break
2026-02-14,46407113,0,46407113,100.0,0.0,weekend
2026-02-15,46407113,0,46407113,100.0,0.0,weekend
2026-02-16,46407113,0,46407113,100.0,0.0,presidents_day
2026-02-17,46407113,46363428,43685,0.1,99.9,summer_break
2026-02-18,46407113,46363428,43685,0.1,99.9,summer_break
2026-02-19,46407113,46363428,43685,0.1,99.9,summer_break
2026-02-20,46407113,46363428,43685,0.1,99.9,summer_break
2026-02-21,46407113,0,46407113,100.0,0.0,weekend
2026-02-22,46407113,0,46407113,100.0,0.0,weekend
2026-02-23,46407113,46363428,43685,0.1,99.9,summer_break
2026-02-24,46407113,46363428,43685,0.1,99.9,summer_break
2026-02-25,46407113,46363428,43685,0.1,99.9,summer_break
2026-02-26,46407113,46363428,43685,0.1,99.9,summer_break
2026-02-27,46407113,46363428,43685,0.1,99.9,summer_break
2026-02-28,46407113,0,46407113,100.0,0.0,weekend
2026-03-01,46407113,0,46407113,100.0,0.0,weekend
2026-03-02,46407113,46334207,72906,0.2,99.8,summer_break
2026-03-03,46407113,46334207,72906,0.2,99.8,summer_break
2026-03-04,46407113,46334207,72906,0.2,99.8,summer_break
2026-03-05,46407113,46334207,72906,0.2,99.8,summer_break
2026-03-06,46407113,46307040,100073,0.2,99.8,spring_break
2026-03-07,46407113,0,46407113,100.0,0.0,weekend
2026-03-08,46407113,0,46407113,100.0,0.0,weekend
2026-03-09,46407113,44980519,1426594,3.1,96.9,spring_break
2026-03-10,46407113,44980519,1426594,3.1,96.9,spring_break
2026-03-11,46407113,44980519,1426594,3.1,96.9,spring_break
2026-03-12,46407113,44957504,1449609,3.1,96.9,spring_break
2026-03-13,46407113,43355660,3051453,6.6,93.4,spring_break
2026-03-14,46407113,0,46407113,100.0,0.0,weekend
2026-03-15,46407113,0,46407113,100.0,0.0,weekend
2026-03-16,46407113,34028007,12379106,26.7,73.3,spring_break
2026-03-17,46407113,34100857,12306256,26.5,73.5,spring_break
2026-03-18,46407113,33952485,12454628,26.8,73.2,spring_break
2026-03-19,46407113,33939837,12467276,26.9,73.1,spring_break
2026-03-20,46407113,33120409,13286704,28.6,71.4,spring_break
2026-03-21,46407113,0,46407113,100.0,0.0,weekend
2026-03-22,46407113,0,46407113,100.0,0.0,weekend
2026-03-23,46407113,40237358,6169755,13.3,86.7,spring_break
2026-03-24,46407113,42487607,3919506,8.4,91.6,spring_break
2026-03-25,46407113,42535450,3871663,8.3,91.7,spring_break
2026-03-26,46407113,42512269,3894844,8.4,91.6,spring_break
2026-03-27,46407113,40973128,5433985,11.7,88.3,spring_break
2026-03-28,46407113,0,46407113,100.0,0.0,weekend
2026-03-29,46407113,0,46407113,100.0,0.0,weekend
2026-03-30,46407113,29894558,16512555,35.6,64.4,spring_break
2026-03-31,46407113,30027229,16379884,35.3,64.7,spring_break
2026-04-01,46407113,30027229,16379884,35.3,64.7,spring_break
2026-04-02,46407113,27717003,18690110,40.3,59.7,spring_break
2026-04-03,46407113,25508851,20898262,45.0,55.0,spring_break
2026-04-04,46407113,0,46407113,100.0,0.0,weekend
2026-04-05,46407113,0,46407113,100.0,0.0,weekend
2026-04-06,46407113,32057082,14350031,30.9,69.1,spring_break
2026-04-07,46407113,37435679,8971434,19.3,80.7,spring_break
2026-04-08,46407113,37480302,8926811,19.2,80.8,spring_break
2026-04-09,46407113,37458876,8948237,19.3,80.7,spring_break
2026-04-10,46407113,37458876,8948237,19.3,80.7,spring_break
2026-04-11,46407113,0,46407113,100.0,0.0,weekend
2026-04-12,46407113,0,46407113,100.0,0.0,weekend
2026-04-13,46407113,45517063,890050,1.9,98.1,spring_break
2026-04-14,46407113,45692847,714266,1.5,98.5,spring_break
2026-04-15,46407113,45692847,714266,1.5,98.5,spring_break
2026-04-16,46407113,45692847,714266,1.5,98.5,spring_break
2026-04-17,46407113,45714273,692840,1.5,98.5,spring_break
2026-04-18,46407113,0,46407113,100.0,0.0,weekend
2026-04-19,46407113,0,46407113,100.0,0.0,weekend
2026-04-20,46407113,45178699,1228414,2.6,97.4,spring_break
2026-04-21,46407113,45178699,1228414,2.6,97.4,spring_break
2026-04-22,46407113,45178699,1228414,2.6,97.4,spring_break
2026-04-23,46407113,45172391,1234722,2.7,97.3,spring_break
2026-04-24,46407113,45172391,1234722,2.7,97.3,spring_break
2026-04-25,46407113,0,46407113,100.0,0.0,weekend
2026-04-26,46407113,0,46407113,100.0,0.0,weekend
2026-04-27,46407113,46197414,209699,0.5,99.5,spring_break
2026-04-28,46407113,46203722,203391,0.4,99.6,spring_break
2026-04-29,46407113,46203722,203391,0.4,99.6,spring_break
2026-04-30,46407113,46203722,203391,0.4,99.6,spring_break
2026-05-01,46407113,46203722,203391,0.4,99.6,spring_break
2026-05-02,46407113,0,46407113,100.0,0.0,weekend
2026-05-03,46407113,0,46407113,100.0,0.0,weekend
2026-05-04,46407113,46363428,43685,0.1,99.9,summer_break
2026-05-05,46407113,46363428,43685,0.1,99.9,summer_break
2026-05-06,46407113,46363428,43685,0.1,99.9,summer_break
2026-05-07,46407113,46363428,43685,0.1,99.9,summer_break
2026-05-08,46407113,46363428,43685,0.1,99.9,summer_break
2026-05-09,46407113,0,46407113,100.0,0.0,weekend
2026-05-10,46407113,0,46407113,100.0,0.0,weekend
2026-05-11,46407113,46363428,43685,0.1,99.9,summer_break
2026-05-12,46407113,46363428,43685,0.1,99.9,summer_break
2026-05-13,46407113,46363428,43685,0.1,99.9,summer_break
2026-05-14,46407113,46363428,43685,0.1,99.9,summer_break
2026-05-15,46407113,46346884,60229,0.1,99.9,summer_break
2026-05-16,46407113,0,46407113,100.0,0.0,weekend
2026-05-17,46407113,0,46407113,100.0,0.0,weekend
2026-05-18,46407113,46316431,90682,0.2,99.8,summer_break
2026-05-19,46407113,46301962,105151,0.2,99.8,summer_break
2026-05-20,46407113,46266846,140267,0.3,99.7,summer_break
2026-05-21,46407113,45238075,1169038,2.5,97.5,summer_break
2026-05-22,46407113,40132843,6274270,13.5,86.5,summer_break
2026-05-23,46407113,0,46407113,100.0,0.0,weekend
2026-05-24,46407113,0,46407113,100.0,0.0,weekend
2026-05-25,46407113,0,46407113,100.0,0.0,memorial_day
2026-05-26,46407113,30966408,15440705,33.3,66.7,summer_break
2026-05-27,46407113,30966408,15440705,33.3,66.7,summer_break
2026-05-28,46407113,30377458,16029655,34.5,65.5,summer_break
2026-05-29,46407113,25669835,20737278,44.7,55.3,summer_break
2026-05-30,46407113,0,46407113,100.0,0.0,weekend
2026-05-31,46407113,0,46407113,100.0,0.0,weekend
2026-06-01,46407113,22431802,23975311,51.7,48.3,summer_break
2026-06-02,46407113,21778439,24628674,53.1,46.9,summer_break
2026-06-03,46407113,21683323,24723790,53.3,46.7,summer_break
2026-06-04,46407113,21331530,25075583,54.0,46.0,summer_break
2026-06-05,46407113,15702877,30704236,66.2,33.8,summer_break
2026-06-06,46407113,0,46407113,100.0,0.0,weekend
2026-06-07,46407113,0,46407113,100.0,0.0,weekend
2026-06-08,46407113,11503728,34903385,75.2,24.8,summer_break
2026-06-09,46407113,11503728,34903385,75.2,24.8,summer_break
2026-06-10,46407113,11375419,35031694,75.5,24.5,summer_break
2026-06-11,46407113,9054915,37352198,80.5,19.5,summer_break
2026-06-12,46407113,7905542,38501571,83.0,17.0,summer_break
2026-06-13,46407113,0,46407113,100.0,0.0,weekend
2026-06-14,46407113,0,46407113,100.0,0.0,weekend
2026-06-15,46407113,6722118,39684995,85.5,14.5,summer_break
2026-06-16,46407113,6306086,40101027,86.4,13.6,summer_break
2026-06-17,46407113,5967677,40439436,87.1,12.9,summer_break
2026-06-18,46407113,3802454,42604659,91.8,8.2,summer_break
2026-06-19,46407113,2594465,43812648,94.4,5.6,summer_break
2026-06-20,46407113,0,46407113,100.0,0.0,weekend
2026-06-21,46407113,0,46407113,100.0,0.0,weekend
2026-06-22,46407113,2536731,43870382,94.5,5.5,summer_break
2026-06-23,46407113,2433417,43973696,94.8,5.2,summer_break
2026-06-24,46407113,2403894,44003219,94.8,5.2,summer_break
2026-06-25,46407113,2381964,44025149,94.9,5.1,summer_break
2026-06-26,46407113,2322002,44085111,95.0,5.0,summer_break
2026-06-27,46407113,0,46407113,100.0,0.0,weekend
2026-06-28,46407113,0,46407113,100.0,0.0,weekend
2026-06-29,46407113,46132,46360981,99.9,0.1,summer_break
2026-06-30,46407113,46132,46360981,99.9,0.1,summer_break
